Date,RegionName,Price_1bedroom,Price_2bedroom,Price_3bedroom,Price_4bedroom,Price_5BedroomOrMore,Price_SingleFamilyResidence
31/05/11,Montana,134600,147800,182100,206000,246400,177000
31/05/11,Nebraska,68200,86100,125100,197500,173700,121100
31/05/11,Nevada,,80200,122600,168000,247700,143800
31/05/11,NewHampshire,109500,157400,211200,279700,319800,212400
31/05/11,NewJersey,181300,209900,259900,363200,481000,279800
31/05/11,NewMexico,,121900,152200,224900,301800,164300
31/05/11,NewYork,150500,122000,138600,217600,320600,230100
31/05/11,NorthCarolina,95500,93300,135300,233600,301200,138600
31/05/11,NorthDakota,,143300,166200,196000,249800,162600
31/05/11,Ohio,61900,74000,106300,173100,199400,108600
31/05/11,Oklahoma,47600,54100,101000,173800,219700,95700
31/05/11,Oregon,149700,161400,193300,264800,310900,201200
31/05/11,Pennsylvania,105400,116300,144800,256400,265900,150800
31/05/11,RhodeIsland,145300,175600,215300,310600,417600,218200
31/05/11,SouthCarolina,78800,91500,132800,221000,,123600
31/05/11,SouthDakota,85100,119900,138200,162400,215700,138800
31/05/11,Tennessee,93600,81600,119600,208600,316800,113300
31/05/11,Texas,,,113000,187300,,123900
31/05/11,UnitedStates,,,,,,
31/05/11,Utah,,138600,173700,203500,258800,190100
31/05/11,Vermont,153700,173200,213900,275300,318100,202100
31/05/11,Virginia,177200,148100,187800,317900,463300,204700
31/05/11,Washington,162300,180200,223200,301400,366400,229900
31/05/11,WestVirginia,,,99500,135500,159900,87600
31/05/11,Wisconsin,96000,107200,141000,181200,214100,145500
31/05/11,Wyoming,,,,259400,331600,208300
31/05/12,Alabama,85200,69600,115200,215600,309500,116500
31/05/12,Alaska,120500,172100,250100,317900,416100,252900
31/05/12,Arizona,69700,118400,130200,181400,298400,149400
31/05/12,Arkansas,78800,81300,122000,212700,321400,103700
31/05/12,California,181400,242800,290400,380600,526700,314400
31/05/12,Colorado,126900,152700,206500,293000,362700,220200
31/05/12,Connecticut,116300,166000,225100,346800,553000,244800
31/05/12,Delaware,119300,139200,177000,274700,331500,184800
31/05/12,DistrictofColumbia,322200,387600,355300,579500,1154300,366100
31/05/12,Florida,57200,83600,129900,211500,344300,137900
31/05/12,Georgia,79200,72900,100100,184300,283700,113300
31/05/12,Hawaii,275400,331400,440800,603400,715600,532500
31/05/12,Idaho,104600,105400,128300,164100,205900,139100
31/05/12,Illinois,96300,103300,139700,229500,313100,140600
31/05/12,Indiana,59700,68400,111600,163500,192300,108200
31/05/12,Iowa,76400,88100,128500,168800,203400,112500
31/05/12,Kansas,49000,67800,115800,,,111200
31/05/12,Kentucky,75200,94200,122600,197000,242000,117800
31/05/12,Louisiana,,,126000,,320100,
31/05/12,Maine,163600,173000,197800,243700,313500,178200
31/05/12,Maryland,138100,158500,206700,319000,443900,231700
31/05/12,Massachusetts,192900,218300,273300,398500,550000,294500
31/05/12,Michigan,59100,64900,99500,190300,204900,87900
31/05/12,Minnesota,92900,123500,154900,208400,272400,154500
31/05/12,Mississippi,,,111600,198800,226100,107200
31/05/12,Missouri,69100,81500,126000,220400,264200,122300
31/05/12,Montana,129100,140300,177000,203400,244900,172300
31/05/12,Nebraska,67900,85600,123700,192700,172600,120600
31/05/12,Nevada,,74900,118800,163300,240600,139900
31/05/12,NewHampshire,103200,153400,207900,276400,319400,208600
31/05/12,NewJersey,170300,198200,246000,348300,465000,265400
31/05/12,NewMexico,,115900,147000,214200,292800,157600
31/05/12,NewYork,143000,119000,136700,214200,312200,221100
31/05/12,NorthCarolina,92200,89300,132300,232400,297800,136600
31/05/12,NorthDakota,,150600,175300,208900,262900,173300
31/05/12,Ohio,59700,71800,105000,173000,200300,107500
31/05/12,Oklahoma,45400,51900,99700,176400,223700,94500
31/05/12,Oregon,143300,156100,187900,266600,310900,198600
31/05/12,Pennsylvania,100300,112900,141700,252600,260900,147700
31/05/12,RhodeIsland,139100,164000,202400,299200,409700,206400
31/05/12,SouthCarolina,76500,87000,129300,214800,,120600
31/05/12,SouthDakota,83400,118400,139700,162800,215500,139800
31/05/12,Tennessee,92700,79400,119000,210100,314300,112900
31/05/12,Texas,,,111800,189200,,123300
31/05/12,UnitedStates,,,,,,
31/05/12,Utah,,129600,166100,194500,247300,183700
31/05/12,Vermont,149300,169300,212800,270000,316100,202600
31/05/12,Virginia,179900,144400,184900,318300,464100,202700
31/05/12,Washington,152700,169500,215200,295900,364700,222600
31/05/12,WestVirginia,,,99800,138500,162800,88300
31/05/12,Wisconsin,92900,102800,138200,176400,211800,142300
31/05/12,Wyoming,,143400,187200,214000,262700,179300
31/05/13,Alabama,87900,69600,116100,220500,316400,115800
31/05/13,Alaska,123700,176900,256400,327600,419700,258600
31/05/13,Arizona,82800,134400,156600,219400,343100,174200
31/05/13,Arkansas,81200,81500,125400,217500,331500,106800
31/05/13,California,220700,289000,338800,437900,599200,365700
31/05/13,Colorado,134300,165300,222000,314300,381700,235800
31/05/13,Connecticut,116900,166900,228300,352700,568500,249600
31/05/13,Delaware,120300,143200,181100,284100,343100,189000
31/05/13,DistrictofColumbia,338900,418600,398500,643500,1181600,415000
31/05/13,Florida,67400,94100,143200,232500,369100,150900
31/05/13,Georgia,87700,76400,107400,200200,305000,119900
31/05/13,Hawaii,291600,351900,469200,631800,736900,565900
31/05/13,Idaho,104100,111200,139800,178400,220100,148600
31/05/13,Illinois,92900,101700,141900,239000,326000,143800
31/05/13,Indiana,61900,70400,113400,166000,196900,110700
31/05/13,Iowa,76000,89900,132300,173400,212400,114900
31/05/13,Kansas,50300,63700,114800,,,109900
31/05/13,Kentucky,74200,94200,123600,199300,242000,118600
31/05/13,Louisiana,63000,,127400,,333400,
31/05/13,Maine,157300,173600,201600,247400,322200,179300
31/05/13,Maryland,143000,165100,217100,337100,466000,243200
31/05/13,Massachusetts,206400,229500,287800,417600,579300,310000
31/05/13,Michigan,65800,73900,112000,214600,222000,95100
31/05/13,Minnesota,100100,135000,169000,226600,296700,165900
31/05/13,Mississippi,,,111700,198800,226500,107400
31/05/13,Missouri,65800,79100,127000,224600,267400,123500
31/05/13,Montana,131400,143300,180100,206100,251600,174900
31/05/13,Nebraska,71100,88600,128100,199100,181200,124700
31/05/13,Nevada,,97400,145300,197400,283800,167200
31/05/13,NewHampshire,102800,157300,215300,285900,330100,216400
31/05/13,NewJersey,170700,199300,249000,359300,477900,271000
31/05/13,NewMexico,,111600,143100,211200,280500,157600
31/05/13,NewYork,138200,120400,139000,218700,318000,224600
31/05/13,NorthCarolina,93000,89900,135200,239000,306300,139100
31/05/13,NorthDakota,,165000,193100,233600,287600,184800
31/05/13,Ohio,59700,72600,106600,178000,204700,109300
31/05/13,Oklahoma,45600,51500,100700,180500,227400,95500
31/05/13,Oregon,151900,166600,203500,285200,334000,213100
31/05/13,Pennsylvania,102200,114200,143700,259700,267900,150200
31/05/13,RhodeIsland,142300,169500,210300,305700,416800,213700
31/05/13,SouthCarolina,78100,87700,132500,219600,,122500
31/05/13,SouthDakota,89900,122300,145400,168800,219800,145100
31/05/13,Tennessee,100400,88500,124500,218000,323100,115500
31/05/13,Texas,,,115800,198300,,127500
31/05/13,UnitedStates,,,,,,
31/05/13,Utah,,138100,176200,205900,257500,194300
31/05/13,Vermont,151700,175700,219700,278400,315000,207700
31/05/13,Virginia,187800,147900,190600,330500,480800,207300
31/05/13,Washington,160200,179900,231400,319100,393500,238600
31/05/13,WestVirginia,,,102300,140000,164600,89800
31/05/13,Wisconsin,88000,102300,140700,181100,214200,144300
31/05/13,Wyoming,,144600,188900,213000,262200,176500
31/05/14,Alabama,95100,71600,118700,227300,328700,116900
31/05/14,Alaska,126400,185400,263700,339200,436600,264800
31/05/14,Arizona,88700,147700,173300,241200,368900,193100
31/05/14,Arkansas,84800,82300,126400,220400,338200,108200
31/05/14,California,265900,334900,387200,492700,663400,415700
31/05/14,Colorado,145900,180500,238400,336500,403800,253600
31/05/14,Connecticut,119400,167800,232600,357600,574800,254800
31/05/14,Delaware,121100,144600,186000,292300,356300,195000
31/05/14,DistrictofColumbia,359200,459100,454100,705900,1289400,469800
31/05/14,Florida,78300,110300,160100,254600,399700,167600
31/05/14,Georgia,101300,81500,117400,216100,327200,129000
31/05/14,Hawaii,317200,380400,507800,674800,787500,611800
31/05/14,Idaho,117000,120500,150900,192100,231100,157900
31/05/14,Illinois,102400,108800,148900,251300,341400,150700
31/05/14,Indiana,59500,68900,115500,171100,201600,112300
31/05/14,Iowa,76100,91700,136300,178800,218200,117300
31/05/14,Kansas,52600,64900,116700,,,111900
31/05/14,Kentucky,81200,95600,123900,203200,239900,119800
31/05/14,Louisiana,61600,,128300,,339900,
31/05/14,Maine,151400,171700,205600,254200,324300,181700
31/05/14,Maryland,151400,173600,225100,350400,480900,253300
31/05/14,Massachusetts,222500,239900,301000,436000,610700,322700
31/05/14,Michigan,74100,84200,125000,234800,240700,106200
31/05/14,Minnesota,109400,146300,182400,240900,314900,177600
31/05/14,Mississippi,,,112600,199300,227400,108400
31/05/14,Missouri,66700,81000,129600,233000,274900,125600
31/05/14,Montana,133100,148400,186100,214400,258200,179300
31/05/14,Nebraska,71500,90600,131400,210500,182000,127600
31/05/14,Nevada,,118800,174800,236500,330400,200600
31/05/14,NewHampshire,106400,161800,223700,297200,332700,224300
31/05/14,NewJersey,175200,208300,259300,372300,498300,281300
31/05/14,NewMexico,,114500,143800,212100,282000,159100
31/05/14,NewYork,142100,120300,140600,222100,324800,228200
31/05/14,NorthCarolina,95100,91600,139000,246700,313900,142700
31/05/14,NorthDakota,,178600,208200,251600,309300,194000
31/05/14,Ohio,60400,74000,109700,184200,212200,112600
31/05/14,Oklahoma,45300,51300,101900,184100,230000,96500
31/05/14,Oregon,163500,182000,223700,310200,356500,231900
31/05/14,Pennsylvania,103000,115600,145600,265400,273800,151500
31/05/14,RhodeIsland,151800,176300,216600,320100,426300,220600
31/05/14,SouthCarolina,79200,89200,136000,225700,,125100
31/05/14,SouthDakota,90400,127500,148900,176700,237700,147100
31/05/14,Tennessee,106600,94900,129600,227600,336600,119300
31/05/14,Texas,,,122500,214400,,134500
31/05/14,UnitedStates,,,,,,
31/05/14,Utah,,151000,195400,223600,282300,212000
31/05/14,Vermont,157800,186400,228300,290400,341000,211200
31/05/14,Virginia,197100,151500,196700,342100,498500,213200
31/05/14,Washington,173900,195400,247800,341700,415200,253400
31/05/14,WestVirginia,,,104400,143700,168100,91700
31/05/14,Wisconsin,88200,103500,143400,187600,220900,146100
31/05/14,Wyoming,,145900,191600,213700,259800,179600
31/05/15,Alabama,90600,68500,121200,230600,333600,118300
31/05/15,Alaska,132500,189600,271800,348000,456400,274200
31/05/15,Arizona,95100,155300,182800,250300,377000,203800
31/05/15,Arkansas,84600,81400,128000,223300,339700,109200
31/05/15,California,290900,360300,413500,524400,698700,440800
31/05/15,Colorado,164800,207300,267500,369900,435800,282800
31/05/15,Connecticut,118900,166300,231300,356400,571900,254500
31/05/15,Delaware,124700,147000,190100,298700,358300,199900
31/05/15,DistrictofColumbia,364300,494300,511300,757300,1342900,515400
31/05/15,Florida,86700,123500,173500,270500,418400,181800
31/05/15,Georgia,113900,86100,126200,228800,345500,136700
31/05/15,Hawaii,331200,407300,544600,710900,832600,643700
31/05/15,Idaho,118600,125700,157400,199700,240100,163500
31/05/15,Illinois,108700,116600,153700,257200,351500,154200
31/05/15,Indiana,62900,72400,119600,177300,210600,116600
31/05/15,Iowa,80800,95200,140700,183400,225900,120800
31/05/15,Kansas,50000,64000,119300,,,115000
31/05/15,Kentucky,89700,99400,127000,208200,248700,122900
31/05/15,Louisiana,63300,,130300,,351500,
31/05/15,Maine,149400,175700,208600,258200,328200,184700
31/05/15,Maryland,151600,178400,230900,357500,486600,260700
31/05/15,Massachusetts,238200,254600,317500,453200,637700,338400
31/05/15,Michigan,78500,92000,132500,247200,255100,113800
31/05/15,Minnesota,116700,152900,190000,250000,325100,184100
31/05/15,Mississippi,,,113600,204500,237000,108800
31/05/15,Missouri,69600,83400,133100,242500,286100,129100
31/05/15,Montana,134200,149700,192800,219400,262400,184800
31/05/15,Nebraska,76400,95500,137300,219300,196300,133300
31/05/15,Nevada,,131900,189900,255300,349300,218800
31/05/15,NewHampshire,108100,167100,234500,313400,349900,234500
31/05/15,NewJersey,176100,210900,260700,374300,508100,285800
31/05/15,NewMexico,,113500,144300,215400,287800,161700
31/05/15,NewYork,140000,122300,141900,225500,332400,233900
31/05/15,NorthCarolina,98200,93200,141800,252700,322700,145600
31/05/15,NorthDakota,,184900,218800,259000,323500,207700
31/05/15,Ohio,63400,75900,113600,191000,219300,116300
31/05/15,Oklahoma,50900,56700,108800,193900,246300,102200
31/05/15,Oregon,178700,200200,241600,333500,383600,250500
31/05/15,Pennsylvania,104400,117900,147400,269700,280100,153500
31/05/15,RhodeIsland,149500,181200,222600,326800,435900,226200
31/05/15,SouthCarolina,77100,87200,133800,215700,,124800
31/05/15,SouthDakota,95400,135900,158000,187400,248600,156800
31/05/15,Tennessee,111600,90200,134100,233100,348100,122300
31/05/15,Texas,,,132800,231400,,143900
31/05/15,UnitedStates,,,,,,
31/05/15,Utah,,157800,202900,234500,296600,220800
31/05/15,Vermont,155300,186700,228400,295700,352900,207700
31/05/15,Virginia,200300,156400,203600,349200,511500,219100
31/05/15,Washington,189600,213700,267800,365200,448200,273900
31/05/15,WestVirginia,,,109500,149700,176700,95700
31/05/15,Wisconsin,92700,109200,148000,192700,226600,150500
31/05/15,Wyoming,,153400,201000,221200,269900,186200
31/05/16,Alabama,93700,71300,123700,238100,339600,121000
31/05/16,Alaska,128300,189700,276200,353400,463400,278600
31/05/16,Arizona,102800,165700,198300,265000,389700,218000
31/05/16,Arkansas,84000,82900,132400,229600,350500,111900
31/05/16,California,318900,390800,440300,557200,733300,471900
31/05/16,Colorado,186900,238400,300300,401900,464900,316400
31/05/16,Connecticut,119000,168500,232500,357400,570100,255100
31/05/16,Delaware,129200,155300,201200,311300,372300,209500
31/05/16,DistrictofColumbia,369600,510600,546400,805200,1379300,549300
31/05/16,Florida,98000,138200,191100,287500,440800,201400
31/05/16,Georgia,127400,96800,136000,242400,364500,146200
31/05/16,Hawaii,339400,424000,576400,739700,866900,671500
31/05/16,Idaho,128100,136600,168500,212800,254000,174200
31/05/16,Illinois,115400,121700,158800,262900,357400,160700
31/05/16,Indiana,65600,73300,120000,175600,209300,116600
31/05/16,Iowa,85700,99500,144500,188700,230400,124500
31/05/16,Kansas,52200,66000,125000,,,120300
31/05/16,Kentucky,93700,103100,131200,215300,258600,127800
31/05/16,Louisiana,64100,,134400,,368400,
31/05/16,Maine,162100,191300,222600,271600,349300,197600
31/05/16,Maryland,156000,182400,239200,366000,493400,270200
31/05/16,Massachusetts,252300,267300,334000,476500,670300,356800
31/05/16,Michigan,85100,100100,141800,258900,267200,121300
31/05/16,Minnesota,124500,162700,204500,263700,339500,197700
31/05/16,Mississippi,,,116300,209800,240000,109900
31/05/16,Missouri,72500,87000,140000,256400,302900,135100
31/05/16,Montana,131100,153100,200100,224100,269200,191300
31/05/16,Nebraska,81700,100800,144100,229100,201600,139800
31/05/16,Nevada,,142200,207600,272300,363800,235000
31/05/16,NewHampshire,110100,177100,244800,323700,361900,245300
31/05/16,NewJersey,179500,215200,268000,383100,521300,295000
31/05/16,NewMexico,,115800,147200,219100,291500,164800
31/05/16,NewYork,143200,125100,146600,232900,342500,242600
31/05/16,NorthCarolina,102200,96600,147400,262400,332600,152000
31/05/16,NorthDakota,,185700,218700,265300,321400,210000
31/05/16,Ohio,66000,79200,118300,200400,229100,121200
31/05/16,Oklahoma,54100,61300,116800,202500,266700,111900
31/05/16,Oregon,203400,229100,271300,373200,426000,282500
31/05/16,Pennsylvania,107600,121600,152400,277000,287700,157700
31/05/16,RhodeIsland,159800,194500,236700,344200,455000,239400
31/05/16,SouthCarolina,89800,101800,144500,245100,,133300
31/05/16,SouthDakota,107200,143200,166500,197500,262400,165500
31/05/16,Tennessee,121000,95900,143300,245700,367300,128800
31/05/16,Texas,,,146100,247900,,157100
31/05/16,UnitedStates,,,,,,
31/05/16,Utah,,168300,217200,253000,315500,237600
31/05/16,Vermont,169000,193200,234300,306300,377300,208400
31/05/16,Virginia,199100,159700,208300,354400,518100,223900
31/05/16,Washington,214400,241100,300300,406000,499100,304100
31/05/16,WestVirginia,,,110800,152400,178300,98400
31/05/16,Wisconsin,96900,113500,154000,203500,238200,156300
31/05/16,Wyoming,,155200,205500,226100,271200,193000
31/05/17,Alabama,90500,73900,126600,239200,345600,124900
31/05/17,Alaska,128700,189300,278900,351900,466800,282400
31/05/17,Arizona,111800,178000,215200,279300,403600,232900
31/05/17,Arkansas,92800,92600,139000,236000,360200,119200
31/05/17,California,348300,423200,474100,594200,770900,511100
31/05/17,Colorado,215700,266400,328900,429800,500600,345900
31/05/17,Connecticut,122900,171200,237300,361200,572800,259800
31/05/17,Delaware,134700,164500,214100,324100,380400,222100
31/05/17,DistrictofColumbia,388300,536100,586200,836200,1462100,597000
31/05/17,Florida,110200,152700,211300,307600,461500,221500
31/05/17,Georgia,140000,107200,144000,253200,378500,154600
31/05/17,Hawaii,361700,449100,625000,788100,921700,722900
31/05/17,Idaho,139800,150000,182800,229600,272200,190600
31/05/17,Illinois,124100,127900,164700,271200,365700,167700
31/05/17,Indiana,68100,75700,124100,182300,218700,121100
31/05/17,Iowa,88300,102800,147900,196200,238900,128000
31/05/17,Kansas,54200,71800,129500,,,125400
31/05/17,Kentucky,98400,109800,138200,225900,274100,134300
31/05/17,Louisiana,70600,,138500,,384300,
31/05/17,Maine,166600,192400,225800,278200,354800,203100
31/05/17,Maryland,157700,188800,246400,373800,503800,279900
31/05/17,Massachusetts,276900,289000,357000,504700,702600,381300
31/05/17,Michigan,96800,113600,153400,276900,284900,130200
31/05/17,Minnesota,136200,175300,221000,281500,359900,212400
31/05/17,Mississippi,,,119300,214000,243900,112900
31/05/17,Missouri,82900,93100,147000,265300,305400,141900
31/05/17,Montana,143900,164100,211600,234300,280100,203700
31/05/17,Nebraska,87600,109400,154500,241300,218700,149200
31/05/17,Nevada,,158800,231300,293000,383800,258600
31/05/17,NewHampshire,118000,187800,259800,343200,378700,260400
31/05/17,NewJersey,197300,220200,276100,393700,543100,306300
31/05/17,NewMexico,,118900,152400,228100,308600,175500
31/05/17,NewYork,154700,130700,152600,242500,362500,256700
31/05/17,NorthCarolina,113900,107000,156700,275900,347400,161700
31/05/17,NorthDakota,,185700,225100,262900,317300,206400
31/05/17,Ohio,71700,84800,124900,212300,240600,127800
31/05/17,Oklahoma,61500,65900,119300,203900,267600,115800
31/05/17,Oregon,232000,254900,300600,404800,459800,312900
31/05/17,Pennsylvania,114900,127200,159200,286700,300800,163500
31/05/17,RhodeIsland,172100,213000,253400,371600,491800,257900
31/05/17,SouthCarolina,91300,108700,155200,254300,,144900
31/05/17,SouthDakota,110600,149400,172400,204600,266900,171900
31/05/17,Tennessee,132800,108100,155700,262000,386600,139500
31/05/17,Texas,,,158900,257000,,168100
31/05/17,UnitedStates,,,,,,
31/05/17,Utah,,186700,237400,273400,341000,257500
31/05/17,Vermont,178700,211600,249500,318900,372800,224800
31/05/17,Virginia,202900,167600,218300,365600,531000,234600
31/05/17,Washington,250100,271100,329900,443800,550000,335700
31/05/17,WestVirginia,,,113500,154500,180800,101900
31/05/17,Wisconsin,110900,123800,164400,217500,255700,166600
31/05/17,Wyoming,,155500,206200,227200,273600,194200
31/05/96,Alabama,60400,48700,78200,146100,202800,78700
31/05/96,Arizona,59200,86800,96800,128500,188900,107900
31/05/96,Arkansas,53300,55400,77300,133900,186600,64200
31/05/96,California,92900,123200,150900,195700,264300,161900
31/05/96,Colorado,77100,97800,129400,176700,213900,133900
31/05/96,Connecticut,64400,97000,130900,194700,297600,141400
31/05/96,Delaware,89300,88000,103800,158100,177500,107500
31/05/96,Florida,45100,65400,89500,133700,200600,92100
31/05/96,Georgia,75500,64600,88200,149500,212500,92900
31/05/96,Hawaii,151900,186200,229600,299700,342200,261800
31/05/96,Idaho,75400,81900,103000,131800,160000,109600
31/05/96,Illinois,83300,92200,110400,171500,223000,116500
31/05/96,Indiana,47300,53400,77800,,134100,73700
31/05/96,Iowa,50200,54400,67400,80800,,57000
31/05/96,Kansas,,,,,,
31/05/96,Kentucky,50300,65200,79500,128700,152300,75000
31/05/96,Louisiana,,,77300,,,
31/05/96,Maine,,79200,91800,113100,135600,88100
31/05/96,Maryland,76700,89800,119600,171900,233500,132500
31/05/96,Massachusetts,82300,106800,136600,195300,249400,144700
31/05/96,Michigan,65700,75800,97800,168400,163600,84900
31/05/96,Minnesota,60500,84300,100200,128200,163500,96800
31/05/96,Mississippi,,,71500,120500,124400,64200
31/05/96,Missouri,48500,59400,87800,151600,191400,82000
31/05/96,Nebraska,55800,64300,86800,134700,107700,82500
31/05/96,Nevada,,93700,122400,157000,217700,136700
31/05/96,NewHampshire,57500,78600,103700,137200,153200,102900
31/05/96,NewJersey,87200,108000,130700,181300,224000,143700
31/05/96,NewMexico,,90600,102300,143200,179400,116400
31/05/96,NewYork,,69100,82400,,153600,
31/05/96,NorthCarolina,57900,62500,91400,156900,189300,92500
31/05/96,Ohio,52000,64800,88100,141800,154600,88800
31/05/96,Oklahoma,31000,32800,59700,107500,130400,56600
31/05/96,Oregon,82500,94500,125200,163200,185100,126000
31/05/96,Pennsylvania,60900,70800,85700,152300,145600,88600
31/05/96,RhodeIsland,80900,96800,115600,153800,192800,116000
31/05/96,SouthCarolina,60800,64700,88200,141500,,79100
31/05/96,SouthDakota,57000,71100,83100,101900,127700,83500
31/05/96,Tennessee,52200,51700,81200,141400,198900,69700
31/05/96,Texas,,,70100,120100,,
31/05/96,Utah,,101000,121300,136900,167500,129900
31/05/96,Vermont,,118700,128800,150000,166200,
31/05/96,Virginia,79100,78000,100700,170200,227700,110700
31/05/96,Washington,88500,107200,136000,171900,196500,137100
31/05/96,WestVirginia,,,50100,65700,69700,38600
31/05/96,Wisconsin,74700,76000,,,,
31/05/97,Alabama,58500,49700,81400,151800,205800,80300
31/05/97,Arizona,61000,90700,101600,133700,193500,112000
31/05/97,Arkansas,56100,58000,81000,136200,199500,66700
31/05/97,California,92500,125500,153200,200300,264400,164200
31/05/97,Colorado,78300,103700,134400,184000,221300,139500
31/05/97,Connecticut,62600,97400,134600,201700,303400,144700
31/05/97,Delaware,80600,86300,106100,160400,183800,110100
31/05/97,Florida,44200,66600,91800,136900,204900,94600
31/05/97,Georgia,77500,66600,91300,154400,219700,96100
31/05/97,Hawaii,139700,176300,220800,281900,327100,250100
31/05/97,Idaho,73700,81600,104300,133300,157900,111300
31/05/97,Illinois,83300,93200,115100,180100,231900,118500
31/05/97,Indiana,46000,54200,81100,,125800,77900
31/05/97,Iowa,55300,61000,77900,94800,,66100
31/05/97,Kansas,,,,,,
31/05/97,Kentucky,53700,68400,84800,137600,156300,79900
31/05/97,Louisiana,,,86400,,,
31/05/97,Maine,,81200,95900,121200,144000,90500
31/05/97,Maryland,73400,89300,119400,173400,233700,133700
31/05/97,Massachusetts,85900,112900,143500,203600,264900,151300
31/05/97,Michigan,66300,78900,104700,176400,168900,87100
31/05/97,Minnesota,60400,87000,104700,133700,169800,100800
31/05/97,Mississippi,,,71800,127700,131200,65600
31/05/97,Missouri,52000,64100,94600,159200,194600,89000
31/05/97,Nebraska,54900,65300,90900,140500,114700,86400
31/05/97,Nevada,,96700,125200,158200,216500,137700
31/05/97,NewHampshire,59900,81700,107800,141800,156500,106800
31/05/97,NewJersey,83700,108100,132200,183700,223000,144600
31/05/97,NewMexico,,83700,103200,147400,180600,120400
31/05/97,NewYork,,70700,85000,,162100,
31/05/97,NorthCarolina,60900,65500,97100,163900,198100,97500
31/05/97,Ohio,51600,66900,91400,146000,159000,92000
31/05/97,Oklahoma,31900,34300,62300,108600,125500,58500
31/05/97,Oregon,88100,101400,132900,172200,195600,133400
31/05/97,Pennsylvania,59200,70800,86900,154800,147000,90400
31/05/97,RhodeIsland,74800,96600,116800,155000,195700,116900
31/05/97,SouthCarolina,65600,66200,90800,148700,,81200
31/05/97,SouthDakota,55800,77600,88300,104200,130700,88800
31/05/97,Tennessee,56500,55200,85700,150400,213300,73700
31/05/97,Texas,,,77600,132000,,82900
31/05/97,Utah,,107100,131600,145900,175600,139000
31/05/97,Vermont,109500,114600,126100,154500,175400,
31/05/97,Virginia,76300,77900,103000,172000,231900,113300
31/05/97,Washington,92000,110900,141100,180400,205100,143000
31/05/97,WestVirginia,,,52900,70300,76200,40300
31/05/97,Wisconsin,73700,80500,,,,
31/05/98,Alabama,61600,52200,85100,159800,220300,84000
31/05/98,Alaska,,,,,,
31/05/98,Arizona,65900,95900,107600,143300,211500,117200
31/05/98,Arkansas,59700,61600,84000,142000,217000,69000
31/05/98,California,100600,131800,159700,211200,291500,173100
31/05/98,Colorado,85300,112000,142200,193700,233300,147200
31/05/98,Connecticut,64300,101200,139800,212600,331200,151300
31/05/98,Delaware,84300,88300,109700,166400,191500,114200
31/05/98,Florida,46000,69400,96300,143200,218300,99500
31/05/98,Georgia,83900,71500,96600,161900,231400,102100
31/05/98,Hawaii,130900,168200,213400,278400,320700,244800
31/05/98,Idaho,72500,80800,105100,134000,160000,110600
31/05/98,Illinois,86300,95500,118700,185200,240600,121300
31/05/98,Indiana,47900,60000,87400,,136700,83200
31/05/98,Iowa,58700,65000,79400,96900,,68500
31/05/98,Kansas,,,,,,
31/05/98,Kentucky,57600,71800,90700,146500,170900,85000
31/05/98,Louisiana,,,93300,,,
31/05/98,Maine,,88000,105300,132200,157100,99700
31/05/98,Maryland,73500,90300,121000,176400,241200,135300
31/05/98,Massachusetts,92800,120700,152500,220100,290900,161200
31/05/98,Michigan,72000,85400,114200,190100,181600,93000
31/05/98,Minnesota,64900,92400,111200,140400,178100,107700
31/05/98,Mississippi,,,77500,136400,140200,70400
31/05/98,Missouri,53800,68500,101100,164300,205700,95100
31/05/98,Montana,70600,79400,100300,109200,126900,95800
31/05/98,Nebraska,58700,68500,95000,146200,119900,89900
31/05/98,Nevada,,98800,127200,161700,220300,140500
31/05/98,NewHampshire,62000,88200,118300,157500,176700,117400
31/05/98,NewJersey,86500,112200,136700,191700,237000,150100
31/05/98,NewMexico,,89500,112500,152200,187200,124600
31/05/98,NewYork,,72200,87600,,170800,
31/05/98,NorthCarolina,66800,70100,103800,174400,215300,105200
31/05/98,Ohio,54000,70000,95200,151500,165800,96000
31/05/98,Oklahoma,32000,35400,65200,115700,134000,61900
31/05/98,Oregon,94600,109100,139300,182200,209900,140400
31/05/98,Pennsylvania,60900,73000,89700,160900,153400,93600
31/05/98,RhodeIsland,78100,98300,119000,158700,206100,119300
31/05/98,SouthCarolina,68300,69900,95100,158300,,85700
31/05/98,SouthDakota,57600,79000,92700,112300,140100,92600
31/05/98,Tennessee,60900,59000,91400,161900,229900,79300
31/05/98,Texas,,,81300,136800,,86800
31/05/98,Utah,,111500,137000,153400,188000,145600
31/05/98,Vermont,90500,95700,115300,139900,162500,
31/05/98,Virginia,77100,79400,106800,177600,243600,117000
31/05/98,Washington,99700,118800,150200,194800,224300,151700
31/05/98,WestVirginia,,,57100,76800,83900,42900
31/05/98,Wisconsin,74900,83300,106100,132200,150900,103900
31/05/98,Wyoming,,,,111900,,101400
31/05/99,Alabama,65600,55600,89800,165200,229300,88800
31/05/99,Alaska,91800,120200,170300,216800,270300,177400
31/05/99,Arizona,69000,100000,113400,149600,225000,122800
31/05/99,Arkansas,58100,60900,85300,145700,223600,69400
31/05/99,California,110300,143800,174400,237400,327500,190100
31/05/99,Colorado,93100,122400,153500,211200,253900,159700
31/05/99,Connecticut,68300,106200,146500,227000,361700,158700
31/05/99,Delaware,82900,90500,112800,174800,201800,116600
